nr	periodiserad	namn	forklaring	utgiven	uppdaterad	dcatnr	distribution	landing	conforms_to	datanr	namn_lank	forklaring_lank	fil_lank	filformat	fromdatum	tomdatum
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2011-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds21	http://pensionsmyndigheten.se/datasets/dcat#dist21	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n40	2010	Antal pensionärer i december 2010	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/b02101_2010.xls	.xls	2010-01-01	2010-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2010-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds22	http://pensionsmyndigheten.se/datasets/dcat#dist22	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n41	2009	Antal pensionärer i december 2009	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/b02101_2009.xls	.xls	2009-01-01	2009-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2009-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds23	http://pensionsmyndigheten.se/datasets/dcat#dist23	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n42	2008	Antal pensionärer i december 2008	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/b02101_2008.xls	.xls	2008-01-01	2008-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2008-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds24	http://pensionsmyndigheten.se/datasets/dcat#dist24	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n43	2007	Antal pensionärer i december 2007	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/b02101_2007.xls	.xls	2007-01-01	2007-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2007-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds25	http://pensionsmyndigheten.se/datasets/dcat#dist25	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n44	2006	Antal pensionärer i december 2006	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/b02101_2006.xls	.xls	2006-01-01	2006-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2006-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds26	http://pensionsmyndigheten.se/datasets/dcat#dist26	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n45	2005	Antal pensionärer i december 2005	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/2005_b02101.xls	.xls	2005-01-01	2005-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2005-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds27	http://pensionsmyndigheten.se/datasets/dcat#dist27	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n46	2004	Antal pensionärer i december 2004	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/2004_b02101.xls	.xls	2004-01-01	2004-12-31
13	ja	Utbetalning årsstatistik från 2003 Antal pensionärer i december	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2004-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds28	http://pensionsmyndigheten.se/datasets/dcat#dist28	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n47	2003	Antal pensionärer i december 2003	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensioner-och-pensionstagare-med-%C3%A5p--och-%C3%A4fs/2003_b02101.xls	.xls	2003-01-01	2003-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2016-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds29	http://pensionsmyndigheten.se/datasets/dcat#dist29	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n48	2015	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2015	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/SF0301-8_Pensionstagare_2015p.xlsx	.xlsx	2015-01-01	2015-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2015-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds30	http://pensionsmyndigheten.se/datasets/dcat#dist30	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n49	2014	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2014	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2014.xls	.xls	2014-01-01	2014-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2014-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds31	http://pensionsmyndigheten.se/datasets/dcat#dist31	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n50	2013	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2013	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2013.xls	.xls	2013-01-01	2013-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2013-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds32	http://pensionsmyndigheten.se/datasets/dcat#dist32	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n51	2012	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2012	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2012.xls	.xls	2012-01-01	2012-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2012-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds33	http://pensionsmyndigheten.se/datasets/dcat#dist33	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n52	2011	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2011	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2011.xls	.xls	2011-01-01	2011-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2011-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds34	http://pensionsmyndigheten.se/datasets/dcat#dist34	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n53	2010	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2010	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2010.xls	.xls	2010-01-01	2010-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2010-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds35	http://pensionsmyndigheten.se/datasets/dcat#dist35	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n54	2009	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2009	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2009.xls	.xls	2009-01-01	2009-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2009-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds36	http://pensionsmyndigheten.se/datasets/dcat#dist36	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n55	2008	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2008	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b02201_2008.xls	.xls	2008-01-01	2008-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2008-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds37	http://pensionsmyndigheten.se/datasets/dcat#dist37	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n56	2007	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2007	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b0220_2007.xls	.xls	2007-01-01	2007-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2007-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds38	http://pensionsmyndigheten.se/datasets/dcat#dist38	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n57	2006	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2006	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/b0220_2006.xls	.xls	2006-01-01	2006-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2006-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds39	http://pensionsmyndigheten.se/datasets/dcat#dist39	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n58	2005	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2005	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/2005_b0220.xls	.xls	2005-01-01	2005-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2005-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds40	http://pensionsmyndigheten.se/datasets/dcat#dist40	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n59	2004	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2004	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/2004_b0220.xls	.xls	2004-01-01	2004-12-31
14	ja	Utbetalning årsstatistik från 2003 Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2004-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds41	http://pensionsmyndigheten.se/datasets/dcat#dist41	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n60	2003	Antal pensionstagare med ålderspension / äldreförsörjningsstöd i december med fördelning efter ålder och omfattning 2003	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare-med-%C3%A5p-och-%C3%A4fs/2003_b0220.xls	.xls	2003-01-01	2003-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2015-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds42	http://pensionsmyndigheten.se/datasets/dcat#dist42	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n61	2014	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2014	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b01900_2014.xls	.xls	2014-01-01	2014-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2014-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds43	http://pensionsmyndigheten.se/datasets/dcat#dist43	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n62	2013	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2013	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b01900_2013.xls	.xls	2013-01-01	2013-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2013-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds44	http://pensionsmyndigheten.se/datasets/dcat#dist44	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n63	2012	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2012	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b01900_2012.xls	.xls	2012-01-01	2012-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2012-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds45	http://pensionsmyndigheten.se/datasets/dcat#dist45	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n64	2011	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2011	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b01900_2011.xls	.xls	2011-01-01	2011-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2011-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds46	http://pensionsmyndigheten.se/datasets/dcat#dist46	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n65	2010	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2010	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b01900-2010.xls	.xls	2010-01-01	2010-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2010-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds47	http://pensionsmyndigheten.se/datasets/dcat#dist47	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n66	2009	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2009	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2009.xls	.xls	2009-01-01	2009-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2009-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds48	http://pensionsmyndigheten.se/datasets/dcat#dist48	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n67	2008	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2008	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2008.xls	.xls	2008-01-01	2008-12-31
15	ja	Utbetalning årsstatistik från 2003 Pensionstagare, årsbelopp, medelårsbelopp, kön och län	Statistiken redovisar ålderspensioner i det nuvarande pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning på kön.	2008-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds49	http://pensionsmyndigheten.se/datasets/dcat#dist49	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n68	2007	Pensionstagare, årsbelopp, medelårsbelopp, kön och län 2007	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-fr%C3%A5n-2003/pensionstagare,-%C3%A5rsbelopp,-medel%C3%A5rsbelopp/b0190-2007.xls	.xls	2007-01-01	2007-12-31
